animal_id,datetime_intake,found_location,intake_type,intake_condition,animal_type_intake,breed_intake,color_intake,datetime_outcome,date_of_birth,binary_outcome,neuter_status_intake,sex,neuter_status_outcome,age_upon_intake_days,age_upon_outcome_days,time_in_shelter,month_intake,month_outcome,time_in_shelter_days,found_city,animal_breed,animal_color
A815457,2020-03-16 08:01:00,1701 Mill St in Austin (TX),Stray,Injured,Cat,Domestic Shorthair,Blue Tabby/Tortie,2020-03-21 13:38:00,2019-11-16 00:00:00,False,Not neutered,Female,Neutered,91,122.0,5 days 05:37:00.000000000,3,3,5.0,Austin (TX),Domestic Mixed Dog,Blue
A815441,2020-03-15 16:45:00,13101 Rochester Lane in Austin (TX),Stray,Nursing,Cat,Domestic Shorthair,Brown Tabby,2020-03-15 18:33:00,2020-03-12 00:00:00,False,Not neutered,Male,Not neutered,3,3.0,0 days 01:48:00.000000000,3,3,0.0,Austin (TX),Domestic Mixed Dog,Brown
A815440,2020-03-15 16:45:00,13101 Rochester Lane in Austin (TX),Stray,Nursing,Cat,Domestic Shorthair,Brown Tabby,2020-03-15 18:33:00,2020-03-12 00:00:00,False,Not neutered,Male,Not neutered,3,3.0,0 days 01:48:00.000000000,3,3,0.0,Austin (TX),Domestic Mixed Dog,Brown
A815439,2020-03-15 16:45:00,13101 Rochester Lane in Austin (TX),Stray,Nursing,Cat,Domestic Shorthair,Brown Tabby,2020-03-15 18:30:00,2020-03-12 00:00:00,False,Not neutered,Male,Not neutered,3,3.0,0 days 01:45:00.000000000,3,3,0.0,Austin (TX),Domestic Mixed Dog,Brown
A815438,2020-03-15 16:45:00,13101 Rochester Lane in Austin (TX),Stray,Nursing,Cat,Domestic Shorthair,Brown Tabby,2020-03-15 18:28:00,2020-03-12 00:00:00,False,Not neutered,Female,Not neutered,3,3.0,0 days 01:43:00.000000000,3,3,0.0,Austin (TX),Domestic Mixed Dog,Brown
A815435,2020-03-15 16:10:00,1021 Kramer Lane in Austin (TX),Stray,Normal,Dog,Dachshund,Red/White,2020-03-25 07:25:00,2019-03-19 00:00:00,False,Not neutered,Female,Neutered,335,365.0,9 days 15:15:00.000000000,3,3,9.0,Austin (TX),Dachshund,Red
A815429,2020-03-15 16:02:00,2300 Ih35 in Austin (TX),Stray,Normal,Dog,Dachshund Wirehair Mix,Brown/White,2020-03-24 14:05:00,2014-03-15 00:00:00,False,Neutered,Male,Neutered,2190,2190.0,8 days 22:03:00.000000000,3,3,8.0,Austin (TX),other,Brown
A815427,2020-03-15 15:50:00,Austin (TX),Owner Surrender,Normal,Cat,Domestic Shorthair Mix,Tortie,2020-03-18 13:36:00,2018-03-15 00:00:00,False,Not neutered,Female,Not neutered,730,730.0,2 days 21:46:00.000000000,3,3,2.0,Austin (TX),Domestic Mixed Dog,Tricolor
A815424,2020-03-15 15:01:00,Austin (TX),Owner Surrender,Normal,Dog,Chihuahua Shorthair,Tricolor,2020-03-16 16:28:00,2020-01-20 00:00:00,False,Not neutered,Female,Not neutered,30,30.0,1 days 01:27:00.000000000,3,3,1.0,Austin (TX),Chihuahua ,Tricolor
A815423,2020-03-15 15:01:00,Austin (TX),Owner Surrender,Normal,Dog,Chihuahua Shorthair,Tricolor,2020-03-16 18:12:00,2020-01-20 00:00:00,False,Not neutered,Male,Not neutered,30,30.0,1 days 03:11:00.000000000,3,3,1.0,Austin (TX),Chihuahua ,Tricolor
A815419,2020-03-15 12:53:00,2211 Santa Rita Street in Austin (TX),Stray,Normal,Dog,Chihuahua Longhair,Tan,2020-03-20 13:48:00,2019-03-15 00:00:00,False,Not neutered,Female,Not neutered,365,365.0,5 days 00:55:00.000000000,3,3,5.0,Austin (TX),Chihuahua ,Tan
A815418,2020-03-15 12:53:00,2211 Santa Rita Street in Austin (TX),Stray,Normal,Dog,Chihuahua Shorthair,Tan/White,2020-03-20 13:48:00,2019-03-15 00:00:00,False,Not neutered,Female,Not neutered,365,365.0,5 days 00:55:00.000000000,3,3,5.0,Austin (TX),Chihuahua ,Tan
A815417,2020-03-15 12:45:00,11025 Doyle Overton Road in Travis (TX),Stray,Normal,Dog,Chihuahua Shorthair,Black,2020-03-20 11:19:00,2020-01-24 00:00:00,False,Not neutered,Female,Not neutered,30,30.0,4 days 22:34:00.000000000,3,3,4.0,Travis (TX),Chihuahua ,Black
A815416,2020-03-15 12:45:00,11025 Doyle Overton Road in Travis (TX),Stray,Normal,Dog,Chihuahua Shorthair,Brown/Black,2020-03-20 11:19:00,2020-01-24 00:00:00,False,Not neutered,Female,Not neutered,30,30.0,4 days 22:34:00.000000000,3,3,4.0,Travis (TX),Chihuahua ,Brown
A815415,2020-03-15 12:45:00,11025 Doyle Overton Road in Travis (TX),Stray,Normal,Dog,Chihuahua Shorthair,Black/White,2020-03-20 11:19:00,2020-01-24 00:00:00,False,Not neutered,Female,Not neutered,30,30.0,4 days 22:34:00.000000000,3,3,4.0,Travis (TX),Chihuahua ,Black
A815414,2020-03-15 12:45:00,11025 Doyle Overton Road in Travis (TX),Stray,Normal,Dog,Chihuahua Shorthair,Tan/White,2020-03-24 16:31:00,2015-03-15 00:00:00,False,Not neutered,Female,Neutered,1825,1825.0,9 days 03:46:00.000000000,3,3,9.0,Travis (TX),Chihuahua ,Tan
A815412,2020-03-15 12:45:00,11025 Doyle Overton Road in Travis (TX),Stray,Normal,Dog,Chihuahua Shorthair,Tan/White,2020-03-24 16:31:00,2015-03-15 00:00:00,False,Not neutered,Female,Neutered,1825,1825.0,9 days 03:46:00.000000000,3,3,9.0,Travis (TX),Chihuahua ,Tan
A815411,2020-03-15 12:41:00,15920 Stewart Road in Austin (TX),Stray,Normal,Cat,Domestic Medium Hair Mix,Calico,2020-03-27 14:40:00,2018-03-15 00:00:00,False,Not neutered,Female,Not neutered,730,730.0,12 days 01:59:00.000000000,3,3,12.0,Austin (TX),Domestic Mixed Dog,Tricolor
A815409,2020-03-15 12:24:00,Beard And Hendon in Austin (TX),Stray,Normal,Cat,Domestic Shorthair,Orange Tabby,2020-03-15 17:44:00,2010-03-15 00:00:00,False,Neutered,Male,Neutered,3650,3650.0,0 days 05:20:00.000000000,3,3,0.0,Austin (TX),Domestic Mixed Dog,Orange 
A815408,2020-03-15 12:02:00,1407 Desert Quail Lane in Austin (TX),Stray,Normal,Cat,Domestic Medium Hair,Black Smoke,2020-03-22 12:59:00,2018-03-15 00:00:00,False,Not neutered,,Not neutered,730,730.0,7 days 00:57:00.000000000,3,3,7.0,Austin (TX),Domestic Mixed Dog,other
A815407,2020-03-15 12:02:00,509 Montopolis in Austin (TX),Stray,Injured,Dog,Chihuahua Shorthair,Tan,2020-03-20 13:27:00,2017-03-15 00:00:00,False,Not neutered,Male,Not neutered,1095,1095.0,5 days 01:25:00.000000000,3,3,5.0,Austin (TX),Chihuahua ,Tan
A815406,2020-03-15 11:47:00,Austin (TX),Owner Surrender,Normal,Dog,Labrador Retriever Mix,Black,2020-03-16 16:32:00,2019-12-31 00:00:00,False,Not neutered,Female,Neutered,61,61.0,1 days 04:45:00.000000000,3,3,1.0,Austin (TX),Labrador Retriever,Black
A815405,2020-03-15 11:47:00,Austin (TX),Owner Surrender,Normal,Dog,Labrador Retriever Mix,Black/White,2020-03-26 12:06:00,2019-12-31 00:00:00,False,Not neutered,Male,Neutered,61,61.0,11 days 00:19:00.000000000,3,3,11.0,Austin (TX),Labrador Retriever,Black
A815403,2020-03-15 11:47:00,Austin (TX),Owner Surrender,Normal,Dog,Labrador Retriever Mix,Brown/Black,2020-03-16 16:32:00,2019-12-31 00:00:00,False,Not neutered,Female,Neutered,61,61.0,1 days 04:45:00.000000000,3,3,1.0,Austin (TX),Labrador Retriever,Brown
A815402,2020-03-15 11:53:00,2509 Blue Meadow Dr in Austin (TX),Stray,Normal,Dog,Pit Bull,White/Black,2020-03-17 17:19:00,2014-09-17 00:00:00,False,Neutered,Female,Neutered,1825,1825.0,2 days 05:26:00.000000000,3,3,2.0,Austin (TX),Pit Bull,White
A815401,2020-03-15 11:15:00,Lago Vista (TX),Owner Surrender,Normal,Bird,Parakeet,White,2020-03-27 06:59:00,2019-03-15 00:00:00,False,Not neutered,,Not neutered,365,365.0,11 days 19:44:00.000000000,3,3,11.0,Lago Vista (TX),other,White
A815400,2020-03-15 11:15:00,Lago Vista (TX),Owner Surrender,Normal,Bird,Parakeet,Green/Yellow,2020-03-27 06:57:00,2019-03-15 00:00:00,False,Not neutered,,Not neutered,365,365.0,11 days 19:42:00.000000000,3,3,11.0,Lago Vista (TX),other,other
A815398,2020-03-15 10:21:00,1624 West 6Th Street in Austin (TX),Public Assist,Normal,Cat,Domestic Shorthair Mix,White/Orange Tabby,2020-03-15 13:14:00,2019-03-15 00:00:00,False,Neutered,Male,Neutered,365,365.0,0 days 02:53:00.000000000,3,3,0.0,Austin (TX),Domestic Mixed Dog,White
A815397,2020-03-15 09:54:00,3500 Gonzalez in Austin (TX),Stray,Normal,Dog,Yorkshire Terrier/Scottish Terrier,Black/White,2020-03-18 11:25:00,2019-04-26 00:00:00,False,Not neutered,Male,Not neutered,304,304.0,3 days 01:31:00.000000000,3,3,3.0,Austin (TX),Yorkshire Terrier,Black
A815390,2020-03-14 17:22:00,Clifford Dr in Austin (TX),Stray,Nursing,Cat,Domestic Shorthair,Black,2020-03-15 15:13:00,2020-03-07 00:00:00,False,Not neutered,,Not neutered,7,7.0,0 days 21:51:00.000000000,3,3,0.0,Austin (TX),Domestic Mixed Dog,Black
A815388,2020-03-14 17:18:00,401 Alva in Austin (TX),Wildlife,Sick,Other,Skunk,Black/White,2020-03-16 10:29:00,2018-03-14 00:00:00,True,Not neutered,,Not neutered,730,730.0,1 days 17:11:00.000000000,3,3,1.0,Austin (TX),other,Black
A815378,2020-03-15 11:16:00,Austin (TX),Public Assist,Normal,Dog,American Foxhound,Tan/Black,2020-03-24 13:47:00,2017-09-14 00:00:00,False,Neutered,Male,Neutered,730,730.0,9 days 02:31:00.000000000,3,3,9.0,Austin (TX),other,Tan
A815377,2020-03-16 18:09:00,Austin (TX),Public Assist,Normal,Dog,Chihuahua Shorthair,Red/White,2020-03-23 17:06:00,2018-03-14 00:00:00,False,Neutered,Female,Neutered,730,730.0,6 days 22:57:00.000000000,3,3,6.0,Austin (TX),Chihuahua ,Red
A815374,2020-03-14 15:59:00,101 Red River St in Austin (TX),Wildlife,Sick,Other,Bat,Brown,2020-03-14 16:18:00,2018-03-14 00:00:00,True,Not neutered,,Not neutered,730,730.0,0 days 00:19:00.000000000,3,3,0.0,Austin (TX),Bat,Brown
A815373,2020-03-14 15:45:00,1111 East 11Th Street in Austin (TX),Stray,Normal,Cat,Domestic Shorthair,Black/White,2020-03-17 18:30:00,2019-03-14 00:00:00,False,Not neutered,Male,Not neutered,365,365.0,3 days 02:45:00.000000000,3,3,3.0,Austin (TX),Domestic Mixed Dog,Black
A815372,2020-03-14 15:45:00,1111 East 11Th Street in Austin (TX),Stray,Normal,Cat,Domestic Shorthair,Black/White,2020-03-17 18:30:00,2019-03-14 00:00:00,False,Not neutered,Male,Not neutered,365,365.0,3 days 02:45:00.000000000,3,3,3.0,Austin (TX),Domestic Mixed Dog,Black
A815371,2020-03-14 15:45:00,1111 East 11Th Street in Austin (TX),Stray,Normal,Cat,Domestic Shorthair,Black/White,2020-03-17 18:30:00,2019-03-14 00:00:00,False,Not neutered,Male,Not neutered,365,365.0,3 days 02:45:00.000000000,3,3,3.0,Austin (TX),Domestic Mixed Dog,Black
A815370,2020-03-14 14:59:00,4550 Mueller Boulevard in Austin (TX),Stray,Normal,Dog,Wire Hair Fox Terrier,Tan,2020-03-18 13:36:00,2020-01-14 00:00:00,False,Not neutered,Female,Not neutered,30,61.0,3 days 22:37:00.000000000,3,3,3.0,Austin (TX),other,Tan
A815369,2020-03-14 15:22:00,Austin (TX),Owner Surrender,Normal,Dog,Rottweiler,Brown/Black,2020-03-16 16:19:00,2019-12-30 00:00:00,False,Not neutered,Male,Neutered,61,61.0,2 days 00:57:00.000000000,3,3,2.0,Austin (TX),other,Brown
A815368,2020-03-14 14:56:00,Navasota Street And East Twelth Street in Austin (TX),Stray,Normal,Dog,Labrador Retriever,Black/White,2020-03-14 16:57:00,2019-03-14 00:00:00,False,Neutered,Male,Neutered,365,365.0,0 days 02:01:00.000000000,3,3,0.0,Austin (TX),Labrador Retriever,Black
A815367,2020-03-14 14:56:00,Navasota Street And East Twelth Street in Austin (TX),Stray,Normal,Dog,Labrador Retriever,Black/White,2020-03-14 16:56:00,2019-03-14 00:00:00,False,Neutered,Male,Neutered,365,365.0,0 days 02:00:00.000000000,3,3,0.0,Austin (TX),Labrador Retriever,Black
A815359,2020-03-14 13:55:00,West 38Th Street And Bull Creek Road in Austin (TX),Stray,Normal,Dog,Standard Poodle/Golden Retriever,Red,2020-03-14 15:11:00,2019-03-14 00:00:00,False,Neutered,Female,Neutered,365,365.0,0 days 01:16:00.000000000,3,3,0.0,Austin (TX),other,Red
A815358,2020-03-14 13:40:00,820 Camino Vaquero Parkway in Austin (TX),Stray,Normal,Dog,Australian Cattle Dog,Black,2020-03-17 13:15:00,2010-03-14 00:00:00,False,Neutered,Female,Neutered,3650,3650.0,2 days 23:35:00.000000000,3,3,2.0,Austin (TX),other,Black
A815357,2020-03-14 13:11:00,6406 Capriola Drive in Austin (TX),Stray,Normal,Dog,Cocker Spaniel,Brown/White,2020-03-16 12:02:00,2009-09-16 00:00:00,False,Not neutered,Male,Not neutered,3650,3650.0,1 days 22:51:00.000000000,3,3,1.0,Austin (TX),other,Brown
A815356,2020-03-14 13:08:00,Austin (TX),Owner Surrender,Normal,Cat,Siamese,Flame Point,2020-03-15 17:37:00,2019-09-14 00:00:00,False,Not neutered,Male,Neutered,152,182.0,1 days 04:29:00.000000000,3,3,1.0,Austin (TX),other,other
A815352,2020-03-14 13:10:00,1309 Brains Meadow Cove in Austin (TX),Wildlife,Sick,Other,Skunk,Black/White,2020-03-16 10:28:00,2018-03-14 00:00:00,True,Not neutered,,Not neutered,730,730.0,1 days 21:18:00.000000000,3,3,1.0,Austin (TX),other,Black
A815351,2020-03-14 12:57:00,539 West Oltorf in Austin (TX),Stray,Injured,Cat,Domestic Shorthair,Orange Tabby/White,2020-03-15 11:11:00,2012-03-15 00:00:00,False,Neutered,Male,Neutered,2920,2920.0,0 days 22:14:00.000000000,3,3,0.0,Austin (TX),Domestic Mixed Dog,Orange 
A815346,2020-03-14 11:54:00,1434 W Wells Branch Parkway in Austin (TX),Wildlife,Normal,Other,Bat,Brown,2020-03-16 10:26:00,2018-03-14 00:00:00,True,Not neutered,,Not neutered,730,730.0,1 days 22:32:00.000000000,3,3,1.0,Austin (TX),Bat,Brown
A815345,2020-03-14 11:22:00,Austin (TX),Owner Surrender,Normal,Dog,Shih Tzu,Black/White,2020-03-17 11:34:00,2016-03-14 00:00:00,False,Not neutered,Female,Not neutered,1460,1460.0,3 days 00:12:00.000000000,3,3,3.0,Austin (TX),other,Black
A815338,2020-03-14 08:12:00,Fm 1626 in Travis (TX),Stray,Injured,Cat,Domestic Shorthair,Orange Tabby,2020-03-18 15:11:00,2017-03-14 00:00:00,True,Neutered,Male,Neutered,1095,1095.0,4 days 06:59:00.000000000,3,3,4.0,Travis (TX),Domestic Mixed Dog,Orange 
A815334,2020-03-14 00:11:00,1113 Banisiter Ln in Austin (TX),Wildlife,Normal,Other,Bat,Brown/Brown,2020-03-15 10:46:00,2018-03-13 00:00:00,True,Not neutered,,Not neutered,730,730.0,1 days 10:35:00.000000000,3,3,1.0,Austin (TX),Bat,Brown
A815333,2020-03-13 23:46:00,17201 Cedar St in Austin (TX),Wildlife,Normal,Other,Bat,Brown/Brown,2020-03-15 10:43:00,2018-03-13 00:00:00,True,Not neutered,,Not neutered,730,730.0,1 days 10:57:00.000000000,3,3,1.0,Austin (TX),Bat,Brown
A815331,2020-03-14 16:44:00,518 Sunny Lane in Austin (TX),Stray,Normal,Dog,Labrador Retriever Mix,Black/White,2020-03-20 11:18:00,2020-01-13 00:00:00,False,Not neutered,Female,Neutered,30,61.0,5 days 18:34:00.000000000,3,3,5.0,Austin (TX),Labrador Retriever,Black
A815330,2020-03-14 16:44:00,518 Sunny Lane in Austin (TX),Stray,Normal,Dog,Labrador Retriever Mix,Black/White,2020-03-20 11:18:00,2020-01-13 00:00:00,False,Not neutered,Female,Neutered,30,61.0,5 days 18:34:00.000000000,3,3,5.0,Austin (TX),Labrador Retriever,Black
A815321,2020-03-13 18:29:00,707 Beaver Street in Austin (TX),Stray,Injured,Cat,Domestic Shorthair,Blue/White,2020-03-24 13:37:00,2019-03-13 00:00:00,False,Not neutered,Male,Not neutered,365,365.0,10 days 19:08:00.000000000,3,3,10.0,Austin (TX),Domestic Mixed Dog,Blue
A815318,2020-03-13 17:48:00,3300 Bee Cave in Austin (TX),Wildlife,Normal,Other,Bat,Brown,2020-03-16 10:58:00,2019-03-13 00:00:00,True,Not neutered,,Not neutered,365,365.0,2 days 17:10:00.000000000,3,3,2.0,Austin (TX),Bat,Brown
A815316,2020-03-13 17:17:00,Travis (TX),Owner Surrender,Normal,Dog,Labrador Retriever/Pit Bull,Black/White,2020-03-15 17:22:00,2020-01-06 00:00:00,False,Not neutered,Female,Neutered,61,61.0,2 days 00:05:00.000000000,3,3,2.0,Travis (TX),Labrador Retriever,Black
A815315,2020-03-13 17:17:00,Travis (TX),Owner Surrender,Normal,Dog,Labrador Retriever/Pit Bull,Black/White,2020-03-15 17:55:00,2020-01-06 00:00:00,False,Not neutered,Male,Neutered,61,61.0,2 days 00:38:00.000000000,3,3,2.0,Travis (TX),Labrador Retriever,Black
A815314,2020-03-13 17:17:00,Travis (TX),Owner Surrender,Normal,Dog,Labrador Retriever/Pit Bull,Black/White,2020-03-15 16:16:00,2020-01-06 00:00:00,False,Not neutered,Male,Neutered,61,61.0,1 days 22:59:00.000000000,3,3,1.0,Travis (TX),Labrador Retriever,Black
A815313,2020-03-13 17:17:00,Travis (TX),Owner Surrender,Normal,Dog,Labrador Retriever/Pit Bull,Brown/White,2020-03-15 18:13:00,2020-01-06 00:00:00,False,Not neutered,Female,Neutered,61,61.0,2 days 00:56:00.000000000,3,3,2.0,Travis (TX),Labrador Retriever,Brown
A815311,2020-03-13 16:58:00,6702 Galindo Street in Austin (TX),Stray,Normal,Dog,Chihuahua Shorthair/Dachshund,Red/White,2020-03-17 17:12:00,2019-12-29 00:00:00,False,Not neutered,Male,Neutered,61,61.0,4 days 00:14:00.000000000,3,3,4.0,Austin (TX),Chihuahua ,Red
A815310,2020-03-13 16:58:00,6702 Galindo Street in Austin (TX),Stray,Normal,Dog,Maltese,White/Brown,2020-03-17 16:02:00,2019-12-29 00:00:00,False,Not neutered,Male,Neutered,61,61.0,3 days 23:04:00.000000000,3,3,3.0,Austin (TX),Maltese,White
A815309,2020-03-13 16:58:00,6702 Galindo Street in Austin (TX),Stray,Normal,Dog,Maltese,White,2020-03-17 16:02:00,2019-12-29 00:00:00,False,Not neutered,Male,Neutered,61,61.0,3 days 23:04:00.000000000,3,3,3.0,Austin (TX),Maltese,White
A815308,2020-03-13 16:48:00,7205 Towering Oaks Drive in Austin (TX),Wildlife,Sick,Other,Raccoon,Gray/Black,2020-03-15 10:42:00,2018-03-13 00:00:00,True,Not neutered,,Not neutered,730,730.0,1 days 17:54:00.000000000,3,3,1.0,Austin (TX),other,Gray
A815302,2020-03-13 15:55:00,Wooten Park Drive And West Anderson Lane in Austin (TX),Stray,Normal,Cat,Domestic Shorthair,Blue Tabby,2020-03-17 11:45:00,2019-03-13 00:00:00,False,Not neutered,,Not neutered,365,365.0,3 days 19:50:00.000000000,3,3,3.0,Austin (TX),Domestic Mixed Dog,Blue
A815301,2020-03-13 15:54:00,12710 Research Blvd in Austin (TX),Wildlife,Sick,Other,Bat,Brown,2020-03-17 08:52:00,2018-03-13 00:00:00,True,Not neutered,,Not neutered,730,730.0,3 days 16:58:00.000000000,3,3,3.0,Austin (TX),Bat,Brown
A815298,2020-03-13 13:32:00,Austin (TX),Owner Surrender,Normal,Cat,Domestic Shorthair,Orange Tabby,2020-03-13 19:25:00,2020-02-20 00:00:00,False,Not neutered,Male,Not neutered,21,21.0,0 days 05:53:00.000000000,3,3,0.0,Austin (TX),Domestic Mixed Dog,Orange 
A815297,2020-03-13 13:32:00,Austin (TX),Owner Surrender,Normal,Cat,Domestic Shorthair,Orange Tabby,2020-03-13 19:25:00,2020-02-20 00:00:00,False,Not neutered,Male,Not neutered,21,21.0,0 days 05:53:00.000000000,3,3,0.0,Austin (TX),Domestic Mixed Dog,Orange 
A815296,2020-03-13 13:32:00,Austin (TX),Owner Surrender,Normal,Cat,Domestic Shorthair,Tortie,2020-03-13 19:25:00,2020-02-20 00:00:00,False,Not neutered,Female,Not neutered,21,21.0,0 days 05:53:00.000000000,3,3,0.0,Austin (TX),Domestic Mixed Dog,Tricolor
A815295,2020-03-13 13:32:00,Austin (TX),Owner Surrender,Normal,Cat,Domestic Shorthair,Tortie,2020-03-13 19:25:00,2020-02-20 00:00:00,False,Not neutered,Female,Not neutered,21,21.0,0 days 05:53:00.000000000,3,3,0.0,Austin (TX),Domestic Mixed Dog,Tricolor
A815294,2020-03-13 14:19:00,Austin (TX),Owner Surrender,Normal,Dog,German Shorthair Pointer,Chocolate/White,2020-03-26 16:52:00,2015-03-13 00:00:00,False,Neutered,Male,Neutered,1825,1825.0,13 days 02:33:00.000000000,3,3,13.0,Austin (TX),other,Brown
A815293,2020-03-13 14:19:00,Austin (TX),Owner Surrender,Normal,Dog,German Shorthair Pointer,White/Liver,2020-03-19 15:26:00,2013-03-13 00:00:00,False,Neutered,Female,Neutered,2555,2555.0,6 days 01:07:00.000000000,3,3,6.0,Austin (TX),other,White
A815289,2020-03-13 14:10:00,2800 Sauls Dr in Austin (TX),Wildlife,Sick,Other,Bat,Black,2020-03-15 10:41:00,2019-03-13 00:00:00,True,Not neutered,,Not neutered,365,365.0,1 days 20:31:00.000000000,3,3,1.0,Austin (TX),Bat,Black
A815287,2020-03-13 13:43:00,11515 Trinity Hill in Austin (TX),Wildlife,Normal,Other,Bat,Brown,2020-03-16 10:58:00,2019-03-13 00:00:00,True,Not neutered,,Not neutered,365,365.0,2 days 21:15:00.000000000,3,3,2.0,Austin (TX),Bat,Brown
A815286,2020-03-13 13:32:00,5703 Strathern Drive in Austin (TX),Stray,Normal,Dog,Border Terrier,Black/Cream,2020-03-18 13:36:00,2019-03-13 00:00:00,False,Not neutered,Male,Neutered,365,365.0,5 days 00:04:00.000000000,3,3,5.0,Austin (TX),other,Black
A815285,2020-03-13 13:32:00,5703 Strathern Drive in Austin (TX),Stray,Normal,Dog,Chihuahua Shorthair,White/Tan,2020-03-18 13:36:00,2019-03-13 00:00:00,False,Not neutered,Male,Neutered,365,365.0,5 days 00:04:00.000000000,3,3,5.0,Austin (TX),Chihuahua ,White
A815283,2020-03-13 13:06:00,Austin (TX),Public Assist,Normal,Dog,Chihuahua Shorthair/Pug,Brown/White,2020-03-23 17:24:00,2017-03-13 00:00:00,False,Not neutered,Male,Not neutered,1095,1095.0,10 days 04:18:00.000000000,3,3,10.0,Austin (TX),Chihuahua ,Brown
A815274,2020-03-13 12:29:00,8817 Slater Drive in Austin (TX),Stray,Normal,Dog,Boston Terrier,Black/White,2020-03-13 18:10:00,2019-03-13 00:00:00,False,Neutered,Male,Neutered,365,365.0,0 days 05:41:00.000000000,3,3,0.0,Austin (TX),other,Black
A815272,2020-03-13 11:56:00,11437 Hillhaven Drive in Austin (TX),Stray,Normal,Cat,Domestic Shorthair Mix,Blue Tabby,2020-03-14 05:55:00,2020-02-27 00:00:00,False,Not neutered,Female,Not neutered,14,14.0,0 days 17:59:00.000000000,3,3,0.0,Austin (TX),Domestic Mixed Dog,Blue
A815271,2020-03-13 11:56:00,11437 Hillhaven Drive in Austin (TX),Stray,Normal,Cat,Domestic Shorthair Mix,Blue,2020-03-14 05:54:00,2020-02-27 00:00:00,False,Not neutered,Female,Not neutered,14,14.0,0 days 17:58:00.000000000,3,3,0.0,Austin (TX),Domestic Mixed Dog,Blue
A815270,2020-03-13 11:56:00,11437 Hillhaven Drive in Austin (TX),Stray,Normal,Cat,Siamese Mix,Lynx Point,2020-03-14 05:54:00,2020-02-27 00:00:00,False,Not neutered,Male,Not neutered,14,14.0,0 days 17:58:00.000000000,3,3,0.0,Austin (TX),other,other
A815269,2020-03-13 11:56:00,11437 Hillhaven Drive in Austin (TX),Stray,Normal,Cat,Siamese Mix,Seal Point,2020-03-14 05:54:00,2020-02-27 00:00:00,False,Not neutered,Female,Not neutered,14,14.0,0 days 17:58:00.000000000,3,3,0.0,Austin (TX),other,other
A815268,2020-03-12 13:17:00,Austin (TX),Public Assist,Nursing,Dog,Labrador Retriever,Blue/White,2020-03-24 15:02:00,2020-03-13 00:00:00,False,Not neutered,Female,Not neutered,0,7.0,12 days 01:45:00.000000000,3,3,12.0,Austin (TX),Labrador Retriever,Blue
A815267,2020-03-12 13:17:00,Austin (TX),Public Assist,Nursing,Dog,Labrador Retriever,Brown/White,2020-03-24 15:03:00,2020-03-13 00:00:00,False,Not neutered,Male,Not neutered,0,7.0,12 days 01:46:00.000000000,3,3,12.0,Austin (TX),Labrador Retriever,Brown
A815266,2020-03-12 13:17:00,Austin (TX),Public Assist,Nursing,Dog,Labrador Retriever,Brown Brindle/White,2020-03-24 15:04:00,2020-03-13 00:00:00,False,Not neutered,Female,Not neutered,0,7.0,12 days 01:47:00.000000000,3,3,12.0,Austin (TX),Labrador Retriever,Brown
